Thijssen,Dekker,Khanna,Mkhatrishvili,Schlapp,Marijnen,Zou,Mynott,Ning,Schmidt,Spanjers,Market
-0.77,0.67,-0.05,-0.02,-0.37,0.17,0.01,-0.57,0.45,-0.31,0.52,-0.05
-0.17,0.24,0.53,-0.1,-0.09,0.39,0.14,0,0.17,0.44,0.79,-0.05
2.51,0.83,0.11,0.8,0.7,0.63,1.28,1.91,0.35,1.15,0.26,0.72
2.41,1.25,0.21,0.88,0.14,0.62,0.18,0.76,0.22,2.03,0.74,0.18
0.14,-0.83,0.33,0.4,1.22,0.78,0.57,0.4,-0.36,0.5,0.17,0.36
1.11,0.39,0.24,0.45,0.15,0.29,0.99,-0.04,0.58,0.04,0.26,-0.16
-1.1,-1.45,-1.33,-1.5,-1.54,-1.43,-1.69,-1.17,-0.18,-1.09,-1.13,-0.28
1.43,-2.06,-1.01,-0.11,-0.82,-0.64,-0.14,-0.42,0.59,-0.9,-0.75,0.05
-1.32,0,-0.18,-0.96,-0.29,-1.03,-0.12,-1.2,0.28,-0.72,-1.1,-0.44
1.29,0.82,2.05,1.01,2.06,1.38,0.17,1.17,0.17,1.66,0.59,0.32
-0.17,0.13,-0.28,0.38,0.38,0.22,-0.39,-0.34,-0.28,-0.21,-0.29,-0.08
1.99,0.35,0.14,0.44,0.27,0.26,-0.01,1.52,0.08,0.88,0.15,0.08
0.14,0.43,0.78,0.83,1,0.09,0.42,-0.37,0.4,0.91,0.16,-0.05
-1.8,-0.61,-0.77,-1.63,-2.15,-1.34,-1.89,-1.97,0.31,-0.7,-0.59,-0.49
-2.31,-1.45,-0.49,-0.99,-1.07,-0.89,-0.63,-1.11,-0.86,-1.05,-0.43,-0.75
-0.15,0.85,1.15,1.01,0.92,0.98,0.65,1.02,0.75,0.53,0.84,0.89
-1.72,-0.73,-0.56,0.38,0.05,-0.09,0.11,-0.01,0.04,-0.09,-0.35,-0.25
-2.26,1.05,0.85,0.09,-0.17,0.42,1.18,0.52,-0.7,0.28,0.53,-0.08
0.09,1.26,1.96,0.91,1.71,1.42,1.82,1.32,-0.11,1.79,0.75,0.83
-0.17,-0.23,-0.7,-0.09,-0.3,-0.39,-0.62,0.74,0.51,-0.16,-0.49,-0.28
0.18,0.83,1.28,0.98,1.95,1.66,2.37,1.44,0.58,0.5,0.97,1.18
1.79,0.55,1.31,0.74,1.39,1.12,1.37,0.35,0.19,0.14,0.92,0.66
0.76,0.83,1.31,1.5,0.54,-0.02,0.47,0.06,0.27,1.24,1,0.04
-2.05,0.37,0.23,-0.31,0.08,0.09,0.46,-0.26,-0.41,-0.27,-0.14,0.05
-0.92,-1.55,-0.55,-1.52,-0.63,-1,-0.32,-0.98,-0.74,-0.83,-0.58,-0.3
-0.64,-0.62,0.3,0.34,-0.38,0.34,0.3,-0.37,-0.36,-0.19,0.33,0.21
-1.14,0.96,0.69,-0.79,0.13,-0.59,-0.47,-0.48,-0.22,1.04,-0.25,0.03
-0.46,-0.89,-0.95,-0.88,-0.85,-0.64,-0.76,-0.89,-0.7,-0.71,-0.66,-0.19
-3.73,0.24,0,-0.29,0.41,0.1,0.35,-0.06,-0.47,-1.03,-0.49,0.02
4,0.53,0.53,0.03,0.8,1.3,0.91,0.46,0.92,1.49,0.33,0.46
1.44,0.82,-0.3,-0.62,-0.38,0.14,-0.1,-0.79,-0.09,-0.17,-0.31,-0.04
-1.08,1.54,0.4,0.55,1.1,0.5,0.84,0.38,-1.16,0.64,0.05,-0.05
2.46,0.96,-0.2,-0.22,0.44,0.53,-0.15,0.16,0.69,0.56,0.49,0.21
-0.57,-1.32,-0.48,0.06,-0.27,-0.24,-0.63,-0.68,0.16,-1.56,-0.49,-0.26
-1.09,-0.98,-1.1,-0.87,-0.35,-0.49,-0.1,-0.98,0.24,-1.77,-0.31,-0.18
1.92,-0.66,0.34,0.59,0.44,0.89,1.63,0.21,0.38,-0.73,0.81,0.53
-0.66,-1.11,-0.4,-0.07,-0.44,0.4,-0.05,0.29,-0.61,-0.87,-0.46,-0.03
-2.24,-2.52,-1.83,-2.76,-1.66,-3.04,-3.43,-2.4,-0.23,-1.51,-2.4,-1.97
-0.21,-0.29,-0.77,0.07,-0.2,0.11,0.72,0.08,0.09,-0.7,0.55,0.4
2.62,0.74,1.54,1.1,0.75,0.98,0.36,1.3,0.92,0.59,0.65,0.7
0.3,0.8,0.29,0.15,0.15,0.82,1.64,0.93,0.68,0.4,0.61,0.56
-0.46,0.7,-0.21,-0.02,0.7,-0.06,-0.78,0.81,0.52,-1.04,-0.06,0.18
-0.8,0.12,0.25,-0.33,-0.04,0.07,0.74,-0.41,0.41,0.32,0.07,0.24
-3.36,0.57,-0.14,-0.29,-0.13,0.09,0.59,0.35,0.72,0.63,0.08,0.42
0.11,0.75,-0.19,-0.19,0.13,0.27,0.39,-0.45,-0.09,0.08,-0.08,0.06
-2.8,0.41,0.38,-0.63,-0.29,-0.15,0.42,-0.51,-0.2,-0.46,-0.66,-0.19
-0.99,0.32,-0.28,-0.14,0.29,-0.01,0.18,-0.44,0.23,0.26,0.05,-0.02
1.06,0.47,1.05,1.77,2.16,1.13,1.99,1.54,1.05,1.48,1.71,0.95
-0.87,0.99,0.38,1.42,1.05,0.88,0.63,0.45,0.42,-0.64,0.9,0.35
0.13,0.45,0.08,-1.02,-1.19,-0.36,-0.28,-0.17,-0.76,-0.31,-0.8,-0.17
2.74,-0.4,-0.1,-0.34,-0.27,-0.01,0.34,-0.15,-0.06,-1.58,-0.26,-0.28
-3.82,0.31,0.47,-0.28,-0.58,0,-0.17,0.08,0.05,0.3,0.11,0.15
-0.13,0.55,1.1,1.02,2.06,1.32,0.31,0.63,-0.13,0.49,0.98,0.18
2.98,2.1,0.7,1.15,0.9,-1.1,0.33,0.57,0.79,1.21,-0.36,-0.12
0.82,0.17,-0.56,0.05,-0.73,-0.57,-0.36,0.45,-0.22,-0.06,-0.04,-0.11
2.31,0.35,0.76,1.17,0.07,0.45,0.25,0.78,0.61,-0.08,0.6,0.55
-4.46,-0.55,-0.43,-0.29,-0.05,-0.95,-0.83,-0.96,0.01,-0.29,-0.23,-0.17
-2.43,-0.32,-1.06,-0.72,-0.75,-0.43,-0.17,-0.12,0.25,-1.25,-0.46,-0.3
1.05,-0.7,-0.69,-0.09,-0.01,-0.16,-1.34,0.57,0.71,-0.69,-0.22,-0.03
0.16,0.48,0.55,0.59,0.39,1.08,0.2,0.57,-0.84,0.51,1.31,0.86
-2.18,-1.73,-0.95,-0.31,-1.52,-0.88,-0.38,-1.67,-0.54,-1.9,-0.43,-0.73
-3.8,-0.1,0.18,-1.13,-1.56,-0.61,-0.31,-0.45,-0.9,-1.11,0.65,-0.07
0.59,0.97,0.91,0.32,0.21,0.45,0.65,0.38,-0.09,0.85,0.94,0.02
1.76,1.29,0.15,0.81,0.83,1.21,0.24,0.72,0.31,0.54,0.87,0.24
0.56,0.45,1.11,0.84,-0.36,-0.01,1.2,0.33,0.6,1.47,0.47,0.04
0.3,-0.28,-1.13,-0.19,-0.98,-1.23,-1.29,-0.36,-1.05,0.11,-0.94,-0.85
1.07,1.12,1.04,1.42,1.22,1.52,0.17,1.6,-0.27,0.37,1.4,1.02
1.19,0.5,0.09,-0.84,-0.04,-1.17,-0.06,-0.13,-0.68,-0.1,-0.71,-0.83
0.39,0.46,0.25,0.86,-0.32,-0.12,0.45,0.26,-0.1,-0.13,-0.01,0.14
2.66,1.08,0.47,0.54,1.07,0.8,0.89,1.35,0.02,0.65,0.23,0.24
-3.75,-1.4,-0.35,-0.56,-0.82,-0.03,-2.04,-0.52,-0.99,-1.37,0.06,0.12
-2.17,-1.95,-0.96,-0.99,-0.52,-1.01,-1.54,-1.44,-0.46,-1.76,-1.17,-0.95
-0.27,0.92,1.6,1.24,0.68,1.19,1.28,0.67,0.45,0.47,0.85,0.7
3.18,-0.5,-0.68,-0.08,-0.05,0.5,0.39,-0.28,-0.43,-2.01,-0.48,0.05
0.56,-0.69,-0.14,-0.51,-0.68,0.27,-0.11,-0.49,-0.02,-0.34,0.17,0
0.24,0.4,0.39,0.56,0.71,1.17,-0.21,1.06,1.26,0.32,0.72,0.72
1.46,0.3,0.01,0.31,-0.71,-0.11,0.51,0.11,-0.35,1.9,0.04,0.17
0.54,-0.35,0.2,0.07,-0.16,0.66,0.36,1.62,0.57,-0.31,0.34,0.42
0.42,0.47,0.56,0.21,0.33,0.25,0.45,0.06,0.36,0.59,0.08,0
-1.39,-0.49,-0.3,-0.96,-0.25,-0.12,-0.43,-0.9,0.18,-0.77,-0.27,0.04
3.82,0.99,0.43,1.08,0.95,1.08,0.65,0.67,0.85,1.04,0.49,0.59
-1.45,0.37,0.11,-0.87,-0.13,0.11,-0.26,-0.57,0.99,0.15,0.09,-0.01
-1.77,0.35,-0.38,-0.43,-1.37,-0.51,-1.26,0.06,0.79,-0.6,-0.19,-0.08
-0.87,-1.24,-0.61,-0.57,-0.11,0.07,-0.42,-0.44,-0.77,-1.32,0.31,-0.03
2.4,1.53,0.44,1.08,0.21,0.52,1,0.8,0.32,1.67,-0.11,0.38
0.45,0.19,-0.29,-0.49,-0.83,-0.16,0.11,-0.5,0.32,-0.06,-0.04,-0.06
-0.01,0.46,-0.59,0.23,0.33,-0.76,0.39,-2.12,0.12,0.53,-1.15,-0.14
0.41,0.59,-0.41,-0.8,-0.68,-0.4,-0.5,0.55,-0.05,-1.31,-0.18,-0.17
-1.16,-0.76,-0.57,0.09,-0.06,-0.42,-0.37,-0.59,-0.01,-0.45,-0.61,-0.11
-1.27,0.18,0.21,0.99,0.74,-0.17,0,-0.11,0.55,0.17,-0.35,0.24
-1.3,-0.57,-0.67,-0.57,-0.43,-1.49,-0.34,-0.37,-0.43,-0.8,-1.28,-0.08
-1.92,-0.32,0.29,-1.25,-0.32,-0.64,-0.45,0.21,-0.16,-0.96,-0.11,-0.21
1.67,0.82,0.54,1.07,-0.37,-0.32,0.59,1.51,0.31,0.44,0.54,0.25
-2.28,-0.08,-0.26,-0.57,-0.19,0.3,0.23,0.13,-0.02,0.47,0.13,0.16
-0.43,1.2,0.42,-0.16,0.21,-0.17,-0.71,-0.49,0.16,-0.36,-0.64,-0.24
-0.73,-1.18,-1.88,-0.34,-0.95,-0.7,-1.07,-0.16,-0.41,-1.12,-0.96,-0.14
-1.58,-1.12,-1.14,-2.95,-0.98,-2.39,-2.14,-1.32,-0.05,-1.94,-1.92,-1.49
0.05,0.11,-0.63,0.42,0.3,0.16,0.34,0.09,-0.66,0.22,0.46,0.2
-0.81,1.25,1.91,1.4,0.59,1.77,1.17,1.96,0.76,0.38,1.51,1.03
-1.31,-1.76,-1.3,-0.75,-0.7,-1.02,-1.27,-0.62,-0.16,-2.15,-0.9,-0.11
-1.75,0.13,-0.36,-0.32,0.03,0.01,0.51,-0.1,0.11,0.67,0.28,0.18
-0.92,-1.67,-1.2,-1.61,-1.37,-1.96,-1.18,-1.96,-0.9,-1.28,-1.16,-1.59
1.16,-0.54,-0.03,-0.51,0.23,0.03,0.27,0.12,0.58,-0.25,0.14,-0.15
-0.86,-0.94,-1.13,-0.57,-0.4,-0.58,0,-0.25,0.37,-0.18,-0.16,0.06
0.88,0.62,0.76,0.65,0.36,0.81,0.62,0.82,0.73,1.35,0.9,1.07
0.75,0.36,-1.08,-0.91,-0.65,0.05,-0.3,-0.15,0.18,-0.02,-0.08,-0.32
0.22,1.86,0.31,0.19,0.22,0.61,-0.2,-0.09,0.02,0.43,0.76,-0.14
1.05,1.64,0.32,1.07,0.17,0.87,0.63,1.34,0.06,1.35,0.33,0.18
-1.61,-0.05,-0.61,0.51,-0.31,0.09,0.56,0.42,0,-0.1,0.68,0.08
0.38,-0.51,0.5,0.31,0.58,0.49,-0.18,1.03,-0.12,-1.23,0.6,0.1
0.06,-0.16,0.51,1.17,0.5,0.81,0.9,0.84,-0.2,0.05,0.66,0.53
1.52,0.33,0.38,0.68,0.52,0.41,0.85,0.35,0.49,0.13,0.89,0.62
1.71,1.57,0.6,0.61,0.74,0.79,1.44,1.1,-0.34,1.46,0.68,0.27
0.07,-0.16,-0.58,-0.6,-0.69,-0.45,-1.18,-0.4,0.42,-0.71,-0.32,-0.81
2.04,0.4,0.22,1.47,0.19,0.13,0.6,0.24,-0.34,0.77,0.2,0.28
-0.3,-0.18,0.36,0.26,0.17,0.02,-0.52,0.54,0.6,0.37,0.43,-0.07
-2.79,-0.26,0.58,0.87,-0.38,-0.35,0.25,0.17,0.18,-0.18,-0.04,-0.16
1.11,0.65,0.41,0.1,0.6,1.21,1.43,0.87,0.83,0.58,0.91,1.08
2.11,0.48,0.8,1.51,0.83,0.91,1.27,0.62,-1.25,1.38,0.39,0.44
2.59,0.59,0.78,0.05,0.58,0.46,1.59,0.09,-0.25,1.38,0.21,0.11
0.68,-0.97,0.21,0.04,0.44,0.22,-0.21,0.01,0.79,-0.91,-0.01,-0.12
-0.15,1.05,0.71,-0.01,0.99,0.84,0.26,0.42,0.04,1.42,0.27,0.19
0.88,-0.99,0.33,0.9,1.82,1.08,0.69,1.05,-0.2,-0.97,0.59,0.24
0.48,-0.19,-0.17,0.11,1.24,0.32,-0.07,0.13,-0.19,-0.81,-0.18,0.15
1.88,0.24,0.29,0.25,0,-0.09,0.25,1.34,-0.23,0.18,0.32,0.16
-0.24,-0.43,0.63,0.79,0.4,-0.42,-0.13,0.32,-0.33,-0.52,-0.11,-0.28
1,0.12,0.74,0.82,0.11,0.71,1.34,0.22,-0.25,0.65,0.65,0.12
2.32,-0.19,-0.34,0.13,0.2,-0.84,0.98,-0.03,0.89,0.6,-0.15,-0.25
0.8,1.05,1.69,0.85,0.4,0.45,0.98,0.84,0.17,0.43,0.24,0.05
0.82,1.61,1.64,1.34,1.1,2.06,1.06,1.52,-0.59,1,1.51,0.63
-0.2,-0.55,0.31,0.42,0.97,0.02,-0.06,-0.06,0.22,-0.03,0.48,0.13
-0.53,0.52,-0.49,0.23,-0.67,0.42,0.12,0.84,-0.59,0,0.3,0.35
0.17,0.8,0.89,0.88,1.15,0.94,1.36,0.61,0.66,0.15,1.49,0.5
-0.28,-0.34,-0.59,0.49,0.5,0.32,0.27,0.56,-0.18,-0.09,0.59,0.26
-1.18,0.14,-0.37,-0.03,-0.42,0.67,0.97,-0.34,0.55,-0.54,0.32,0.05
1.33,0.32,-0.01,0.02,0.26,0.2,0.24,-0.01,0.2,0.67,0.52,0.55
-2.04,-0.07,0.34,0.8,-0.31,0.14,0.42,-0.14,-0.32,0.08,0.01,-0.08
0.01,-1.35,-0.91,-0.5,0.05,-0.32,-0.15,-0.28,0.13,-1.91,-0.5,-0.22
0.1,0.98,0.86,-0.16,-0.16,0.02,0.25,0.17,0.86,0.21,0.27,0.24
-0.16,-0.95,-0.4,-0.13,-0.59,0.34,-1.39,-0.03,0.47,-1.02,0.22,0.16
-1.6,-0.9,-0.37,-0.41,0.33,0,0.32,-0.04,0.51,-1.66,-0.5,-0.18
0.03,-0.3,0.69,-0.25,-0.52,-0.11,0.58,-0.19,-0.56,0.09,-0.48,0.04
-0.04,-0.01,-0.4,0.24,0.1,-0.13,0.26,-0.41,-0.27,-0.61,-0.44,0.17
-0.33,0.05,-0.77,-0.63,-0.17,-0.41,0.32,-0.48,0.37,0.98,-0.39,0.01
-0.67,0.37,0.72,0.27,0.6,0.45,0.45,0.41,0.05,0.29,0.18,0.14
-0.89,-0.56,-0.18,0.06,-0.18,-0.72,-0.38,-0.14,0.43,-0.24,-0.27,0.02
0.25,2.3,1.33,0.69,0.46,0.66,0.41,1.2,-0.14,0.83,0.53,0.57
-2.31,0.16,-0.99,-0.07,-0.73,-0.33,-0.82,-0.66,-0.44,-0.07,-0.9,-0.45
-0.27,0.1,0.21,0.77,0.97,0.6,0.26,0.63,-0.25,0.44,-0.38,0.2
-0.6,0.3,-0.46,-0.8,-0.73,-0.88,-1.45,-0.82,-0.26,-0.24,-0.74,-0.51
0.24,0.62,-0.1,0.94,0.15,0.15,1.41,0.47,0.4,0.47,-0.13,0.2
2.46,0.48,-0.77,0.6,-0.37,0.41,-0.56,0.19,1.02,-0.64,0.66,0.82
0.43,-1.23,-1.29,-0.62,-2.18,-0.53,-1.21,-1.19,-0.68,-1.72,-0.79,-0.46
2.01,-0.74,0.06,1.62,0.48,0.91,1.17,0.92,0.5,-0.2,0.65,0.23
2.22,-0.53,-0.71,-0.28,0.32,-1.32,-0.58,-0.32,-0.56,-0.31,-0.86,0.05
-0.23,-0.58,-1.14,-0.64,0.63,0,0.65,0.64,0.43,0.15,0.12,0.06
1.45,-0.86,-0.74,0.36,-0.55,0.03,-0.23,-0.71,0.15,-0.24,0.26,0.31
4.74,0.37,-0.3,0.88,-0.57,0.76,-0.91,0.65,0.02,0.02,0.07,0.06
-0.35,-1.69,-0.81,-1.02,-0.79,-0.91,0,2.4,0.44,-1.97,-1.29,-0.2
-1.48,1.12,0.21,0.66,-0.46,0.58,-0.3,-0.83,0.17,0.05,-0.07,0.12
0.83,0.43,-0.07,-0.46,-1.04,-0.46,-0.07,-0.59,-0.13,1.28,0.1,-0.41
-0.47,1.4,1.46,0.13,-0.3,0.33,0.54,-0.03,-0.58,1.21,0.3,0.01
-1.12,0.38,0.41,-0.09,-0.47,-0.28,0.82,-0.37,0.45,-0.27,-0.36,0.09
-3.51,0.24,-0.19,-0.21,-1.26,-0.25,0.21,-0.2,1.11,0.26,-0.71,-0.22
-1.55,0.01,-0.28,-0.71,-0.48,-0.61,-0.67,-1.02,-0.92,-0.03,-0.07,-0.52
0.45,1.25,1.97,4.07,1.65,2.07,2.52,1.01,0.33,1.9,1.92,1.01
2.49,2.14,1.55,0.38,0.76,0.56,-0.02,0.28,-0.36,2.66,0.49,-0.14
-0.9,0.76,0.78,1.34,-0.02,0.83,1.15,0.85,-0.31,0.9,0.43,0.21
-0.65,0.37,0.21,1.31,1.5,1.3,0.34,1.08,0.34,-0.54,0.73,0.68
1.28,-0.47,0.23,-0.19,-0.02,0.03,0.17,-0.33,0.04,0.34,0.4,-0.05
0.25,0.3,0.55,0.27,0.3,0.57,0.24,-0.08,-0.05,-0.11,0.68,0.21
-1.94,-0.22,-1.08,-0.59,0.09,-0.25,0.14,-0.09,0.26,-0.05,-0.34,-0.06
0.16,1.25,1.53,2.01,1.48,0.85,2.09,1.56,0.77,2.46,0.68,1.06
0.46,1.35,-0.15,0.41,-0.06,-1.54,0.22,1.42,0.52,2.32,-0.23,0.02
1.98,-0.09,-0.53,0.5,-0.08,0.2,0.13,1.16,0.51,-0.11,0.46,0.82
3.09,-0.51,-0.54,-0.35,-1.37,-0.81,-0.59,-0.78,-0.33,-0.61,-0.28,-0.22
-1.22,0.78,0.38,0.83,0.5,-1.08,-0.12,0.02,-0.45,2.14,-0.97,-0.1
-0.7,-0.48,-0.69,-1.24,-0.56,-0.31,-0.67,-0.92,-1.42,-0.46,-0.43,-0.43
-3.65,1.01,-0.93,-0.55,0.26,-0.32,-1.17,-0.24,-0.13,-0.75,-0.76,-0.09
0.81,0.75,-0.34,0.56,0.08,0.87,0.29,0.72,0.3,0.48,0.94,0.42
0.63,0.73,0.26,0.66,-0.38,0.01,0.21,0.28,0.23,0.9,0.42,0.51
1.23,-0.76,-0.37,-0.43,-0.69,-0.01,-0.18,-0.57,0.27,0.39,-0.06,0.26
-0.29,-0.54,-0.34,-0.55,-0.14,-0.17,-0.13,-0.04,-1.62,-0.77,-0.31,0.07
-1.03,0.52,1.27,0.3,0.56,0.64,-0.48,0.21,0.23,1.36,0.68,0.02
-0.86,-0.99,-1.62,-1.18,-0.55,-0.3,-1.29,-1.16,-0.73,-1.31,-0.69,-0.47
-0.34,2.13,1.25,1.04,1.65,1.09,0.86,0.85,0.8,1.31,1.02,0.92
2.27,0.95,1.49,1.72,1.47,1.54,1.22,1.32,-0.46,1.57,1.02,0.67
0.14,-0.37,-0.07,-0.94,-0.44,-0.25,-0.22,-0.26,-1.65,0.09,-0.39,-0.3
2.25,-0.23,0.39,0.9,-0.04,0.41,0.35,0.46,-0.39,0.26,0.59,0.01
3.1,0.98,1.23,0.81,0.3,0.27,0.48,0.72,-0.67,0.32,0.54,0.24
-0.13,0.11,-0.77,-0.61,-0.34,-0.73,-0.28,0.18,0.28,-0.05,0.23,-0.07
2.35,0.25,-0.17,0.55,0.08,-0.01,-0.35,0.04,-0.34,0.82,0.23,-0.07
-0.65,-0.43,-0.54,0.15,-0.25,0.95,-0.46,0.06,0.46,-0.69,0.23,0.05
0.88,1.32,-0.45,0.63,0.46,0.15,0.38,-0.37,0.97,-0.15,0.21,0.22
-0.41,-0.8,1.71,0.06,-0.87,-0.7,-1.43,-0.69,-0.21,-0.75,-0.67,-0.57
2.59,1.57,0.74,0.42,1.5,1.5,1.65,1.12,-0.37,1.79,1.62,0.85
2.85,-0.91,-0.08,1.44,-0.31,1.07,0.98,0.11,-0.39,0.31,0.53,0.59
0.85,0.94,0.05,-0.02,2.3,0.51,1.13,-0.06,-0.5,-0.49,1.24,0.42
-0.62,-0.07,0.89,1.29,-0.7,0.82,0.9,0.1,-0.35,-0.09,0.53,0.66
0.58,0.63,0.22,0.08,0.38,0.21,-0.33,0.56,0.85,-0.19,-0.12,0.19
0.02,-0.76,-0.79,-0.62,-0.57,-0.54,-0.22,-0.12,-1.07,-1.11,-0.15,0.15
-0.21,0.02,-0.42,-0.93,-0.26,0.08,-0.32,0.05,-1.4,0.57,0.21,-0.07
3.28,1.31,1.14,2.19,1.51,1.84,2.14,2.13,0.31,1.97,1.48,0.87
0.9,0.21,1.47,0.71,0.56,0.26,0.42,0.48,-0.49,0.43,0.38,0.66
-2.43,-1.12,-1.63,-2.11,-0.44,-0.9,-1.16,-1.34,-0.51,-1.38,-1.27,-0.49
0.78,0.75,-0.1,1.05,0.17,0.82,1.09,0.29,0.94,0.52,0.41,0.95
-1.44,0.52,-0.72,-0.25,-1.01,-0.33,-1.09,-0.22,-0.93,0.19,-0.2,-0.18
0.05,5.13,1.9,0.79,0.93,0.84,1.26,1.02,0.39,1.56,0.99,0.57
1.86,-0.54,0,0.02,-0.16,-0.43,-0.05,0.35,0.38,0.54,0.94,0.77
0.64,0.81,0.41,-0.12,0.46,0.11,-0.67,0.08,0.82,-0.12,0.4,0.22
-0.66,-1.05,-0.33,-0.15,-0.27,-0.67,0.55,-0.45,-0.37,-0.98,-0.33,-0.13
-1.47,0.26,-0.03,-0.45,-0.31,-0.18,-1.28,-0.39,0.77,-0.1,0.51,0.07
-0.2,0.06,0.3,-0.17,-0.01,0.82,0.79,0.69,-0.38,0.53,0.69,1.11
-2.21,-1.27,-1.03,-1.7,-1.02,-0.94,-1,-0.67,-1.27,-0.8,-0.47,-0.62
-2.61,-0.66,-1.4,-1.04,-1.21,-1.06,-1.58,-1.53,-0.42,-1.53,-1.13,-1.06
-0.6,-0.91,-1.11,-1.34,-0.13,-0.53,-0.79,-0.31,0.45,-1.16,-0.68,-0.07
1.31,-0.71,-0.29,0.02,-0.35,0.03,-0.38,0.28,-1.08,-0.08,-0.18,0.03
-4.29,-1.79,-1.8,-2.74,-1.92,-2.44,-2.21,-2.25,-1.17,-2.35,-2.01,-2.13
-3.04,-2.59,-3.6,-3.69,-3.84,-3.8,-3.31,-3.77,-2.49,-2.81,-3.1,-4.03
1.22,1.59,1.81,1.64,0.22,1.39,1.54,0.7,-0.41,1.8,0.78,1.67
-2.66,1.6,0.69,0.2,0.83,-0.34,0.7,0.52,-0.42,0.57,0.4,-0.37
-4.17,-3.33,-1.48,-3.39,-1.87,-2.85,-2.76,-3.1,-1.52,-2.34,-2.68,-3.68
-0.37,1.12,0.48,0.84,0.13,0.51,0.79,0.47,2.25,0.73,0.19,1.36
2.37,0.92,0.25,0.81,0,1.26,0.95,1.19,0.48,0.22,1.15,1.36
-0.84,0.92,0.71,0.3,0.18,0.39,-1.07,0.57,0,0.59,0.52,0.31
2.86,1.84,2.64,1.13,1.71,1.74,1.91,1.12,-0.5,1.78,1.38,1.52
-0.22,-0.65,0.56,0.48,1.56,1.19,0.03,0.79,1.86,1.35,0.83,1.21
-0.4,-0.08,-0.49,0.83,0.48,-0.17,-0.23,0.4,0.53,0.09,0.19,0.03
-0.46,-1.24,-0.76,-0.81,-1.54,-0.02,-0.16,-1.37,-1.35,-1.67,-0.74,-0.62
-1.6,0.1,0.81,-0.46,0.21,0.08,0.4,0.49,-1.07,0.31,0.22,-0.43
1.99,0.62,-0.94,-0.28,1.18,-0.38,-0.15,-0.16,0.73,0,-0.26,0.01
2.15,0.64,0.99,0.32,0.4,1.12,0.75,0.74,2.24,1.25,1.12,1.54
0.31,0.98,0.29,0.49,0.35,1.01,0.7,1.12,-0.37,0.48,0.79,1.12
-2.63,-1.28,-1.12,-2.09,-1.62,-1.21,-2.29,-2.15,-1.61,-1.54,-1.06,-1.25
-3.19,-1.59,-0.87,-2.25,-1.42,-1.47,-1.29,-1.15,-1.23,-0.7,-0.9,-1.1
0.47,-0.28,-0.37,-0.32,0.1,-0.58,-0.78,-0.23,0.14,-0.45,-0.59,-1.18
2.24,1.41,1.1,0.93,0.67,1.47,0.47,0.6,-0.02,1.76,1.98,0.7
1.81,0.48,1.54,0.85,1.12,0.94,1.06,0.34,1.63,0.44,0.96,1.06
-1.37,0.86,0.79,1.33,1.15,0.87,0.96,0.51,-0.87,0.47,0.75,0.36
-0.91,-0.11,-0.58,0.76,0.65,0.51,-0.1,0.16,0.01,-0.52,0.9,0.05
0.1,-0.87,0.33,-0.29,0.76,0.58,0.2,0.36,0.38,-1.1,0.51,0.37
2.07,1.45,0.42,1.37,1.07,2.01,1.12,1.98,1.07,1.39,1.2,1.7
0.97,-0.38,-0.09,0.59,-0.14,0.77,-0.55,-0.1,0.91,0.22,0.38,-0.09
-0.88,0.19,0.41,0.36,-0.2,-0.4,-0.21,-0.15,-0.18,-0.2,-0.69,-0.67
-0.41,-0.19,-0.93,-0.8,-0.43,-0.53,-1.03,-0.71,0.46,-0.89,0.11,-0.53
-1.77,0.14,-0.83,-1.03,-0.17,-0.31,-0.21,-0.33,0.21,-0.48,-0.6,-0.18
1.74,1.13,0.02,1.17,1.27,0.99,1.1,0.92,1,1.3,0.6,0.25
-2.09,-0.33,-0.9,-0.8,3.04,-1.08,-1.06,-0.59,-0.57,-0.51,-1.15,-1.38
1.01,0.48,-0.5,-1.33,-1.23,0.2,-0.21,-0.1,-0.61,-0.31,-0.24,0.15
4.16,0.13,-0.45,1.22,0.54,0.7,1.89,0.28,0.31,-0.01,0.6,-0.06
-2.72,-1.28,-1.22,-2.45,-2.22,-2.22,-2.99,-1.03,-0.14,-1.45,-1.68,-2.54
-0.57,-0.7,-1.48,-1.74,-0.86,-2.14,-1.91,-1.16,-1.59,-0.85,-1.74,-2.09
0.86,1.96,1.3,3.63,1.07,1.44,1.23,1.16,1.37,1.83,1.24,2.67
-2.55,-1.02,-0.56,-1.65,-0.6,-1.92,-1.74,-1.94,0.61,-1.03,-2.08,-1.87
-1.38,0.59,0.01,-0.54,-0.6,-1.4,-0.42,-0.4,0.39,0.94,-0.86,-0.35
2.77,0.73,1.26,1.63,1.2,1.49,1.61,1.72,0.45,0.55,1.02,1.41
-3.32,-1.86,-1.82,-2.41,-2.07,-2.3,-3.45,-2.57,-1.41,-2.5,-2.14,-2.29
1.17,1.97,0.66,1.22,1.8,0.81,1.12,1.79,0.86,1.41,0.46,1.24
0.07,2.06,1.02,2.44,0.65,1.02,1.45,0.7,0.16,2.42,1.63,1.17
3.19,1.74,1.47,1.85,1.24,0.78,1.46,1.12,0.94,0.84,0.52,0.75
-2.68,-1.49,-1.34,-1.97,-1.29,-2,-1.98,-2.03,-0.83,-0.86,-1.68,-2.19
